group,root,run_dir,run_name,n_xtc,n_gro,n_tpr,n_pullf,has_protein_xtc,has_whole_xtc,has_noH_xtc,has_pullf,ready_basic,xtc_files,gro_files,pullf_files
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v212,v212,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,noH.gro;npt3.gro;v212.gro,v212_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v211,v211,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,noH.gro;npt3.gro;v211.gro,v211_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v60,v60,3,2,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v60.gro;npt3.gro,v60_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v58,v58,2,2,1,1,True,True,False,True,True,protein.xtc;whole.xtc,v58.gro;npt3.gro,v58_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v102,v102,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v102.gro;noH.gro;npt3.gro,v102_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v228,v228,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v228.gro;noH.gro;npt3.gro,v228_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v229,v229,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v229.gro;noH.gro;npt3.gro,v229_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v38,v38,3,2,1,1,True,True,True,True,True,protein.xtc;wholenoH.xtc;whole.xtc,npt3.gro;v38.gro,v38_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v105,v105,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,noH.gro;v105.gro;npt3.gro,v105_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v126,v126,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v126.gro;noH.gro;npt3.gro,v126_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v302,v302,3,4,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,protein.gro;noH.gro;npt3.gro;v302.gro,v302_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v219,v219,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v219.gro;noH.gro;npt3.gro,v219_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v308,v308,3,4,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v308.gro;protein.gro;noH.gro;npt3.gro,v308_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v220,v220,3,3,1,1,True,True,True,True,True,protein.xtc;wholenoH.xtc;whole.xtc,v220.gro;noH.gro;npt3.gro,v220_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v119,v119,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v119.gro;noH.gro;npt3.gro,v119_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v206,v206,1,3,1,1,False,True,False,True,True,whole.xtc,v206.gro;noH.gro;npt3.gro,v206_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v108,v108,2,3,1,1,False,True,True,True,True,noH.xtc;whole.xtc,noH.gro;npt3.gro;v108.gro,v108_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v217,v217,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,noH.gro;npt3.gro;v217.gro,v217_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v207,v207,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v207.gro;noH.gro;npt3.gro,v207_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v130,v130,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,noH.gro;npt3.gro;v130.gro,v130_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v123,v123,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v123.gro;noH.gro;npt3.gro,v123_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v226,v226,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,noH.gro;npt3.gro;v226.gro,v226_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v317,v317,0,3,1,0,False,False,False,False,False,,protein.gro;noH.gro;npt3.gro,
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v50,v50,3,2,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v50.gro;npt3.gro,v50_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v115,v115,2,3,1,1,False,True,True,True,True,noH.xtc;whole.xtc,v115.gro;noH.gro;npt3.gro,v115_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v318,v318,3,3,1,0,True,True,True,False,False,protein.xtc;noH.xtc;whole.xtc,protein.gro;noH.gro;npt3.gro,
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v137,v137,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v137.gro;noH.gro;npt3.gro,v137_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v321,v321,3,4,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,protein.gro;noH.gro;npt3.gro;v321.gro,v321_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v57,v57,2,2,1,1,True,True,False,True,True,protein.xtc;whole.xtc,npt3.gro;v57.gro,v57_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v209,v209,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v209.gro;noH.gro;npt3.gro,v209_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v43,v43,2,3,1,1,True,True,False,True,True,protein.xtc;whole.xtc,v43.gro;protein.gro;npt3.gro,v43_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v128,v128,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v128.gro;noH.gro;npt3.gro,v128_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v127,v127,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v127.gro;noH.gro;npt3.gro,v127_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v332,v332,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,noH.gro;npt3.gro;v332.gro,v332_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v107,v107,3,3,2,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,noH.gro;v107.gro;npt3.gro,v107_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v204,v204,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v204.gro;noH.gro;npt3.gro,v204_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v138,v138,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v138.gro;noH.gro;npt3.gro,v138_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v141,v141,2,3,1,1,False,True,True,True,True,wholenoH.xtc;whole.xtc,v141.gro;noH.gro;npt3.gro,v141_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v121,v121,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,noH.gro;npt3.gro;v121.gro,v121_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v37,v37,3,2,1,1,True,True,True,True,True,protein.xtc;wholenoH.xtc;whole.xtc,v37.gro;npt3.gro,v37_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v135,v135,3,3,1,1,True,True,True,True,True,protein.xtc;wholenoH.xtc;whole.xtc,v135.gro;noH.gro;npt3.gro,v135_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v109,v109,1,3,1,1,False,True,False,True,True,whole.xtc,v109.gro;noH.gro;npt3.gro,v109_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v49,v49,2,2,1,1,True,True,False,True,True,protein.xtc;whole.xtc,v49.gro;npt3.gro,v49_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v306,v306,3,4,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v306.gro;protein.gro;noH.gro;npt3.gro,v306_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v42,v42,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v42.gro;noH.gro;npt3.gro,v42_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v125,v125,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v125.gro;noH.gro;npt3.gro,v125_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v214,v214,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,noH.gro;v214.gro;npt3.gro,v214_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v67,v67,3,3,1,2,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v67.gro;noH.gro;npt3.gro,v67_pullf-1.xvg;v67_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v51,v51,3,2,2,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,npt3.gro;v51.gro,v51_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v36,v36,3,3,1,2,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v36.gro;noH.gro;npt3.gro,v36_pullf.xvg;v36_pullf (Copy).xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v329,v329,3,4,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v329.gro;protein.gro;noH.gro;npt3.gro,v329_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v330,v330,3,4,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,protein.gro;v330.gro;noH.gro;npt3.gro,v330_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v310,v310,3,4,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,protein.gro;noH.gro;npt3.gro;v310.gro,v310_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v32,v32,1,1,0,1,True,False,False,True,True,protein.xtc,protein.gro,v32_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v114,v114,3,3,1,1,True,True,True,True,True,protein.xtc;wholenoH.xtc;whole.xtc,noH.gro;npt3.gro;v114.gro,v114_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v326,v326,3,4,1,1,True,True,True,True,True,protein.xtc;wholenoH.xtc;whole.xtc,v326.gro;protein.gro;noH.gro;npt3.gro,v326_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v139,v139,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v139.gro;noH.gro;npt3.gro,v139_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v40,v40,3,3,1,1,True,True,True,True,True,protein.xtc;wholenoH.xtc;whole.xtc,noH.gro;npt3.gro;v40.gro,v40_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v54,v54,3,3,1,1,True,True,True,True,True,protein.xtc;noHv54.xtc;whole.xtc,v54.gro;noH.gro;npt3.gro,v54_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v33,v33,1,1,0,1,True,False,False,True,True,protein.xtc,protein.gro,v33_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v117,v117,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v117.gro;noH.gro;npt3.gro,v117_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v136,v136,3,5,1,1,True,True,True,True,True,protein.xtc;wholenoH.xtc;whole.xtc,noH3.gro;protein.gro;noH.gro;v136.gro;npt3.gro,v136_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v312,v312,3,4,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,protein.gro;noH.gro;npt3.gro;v312.gro,v312_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v227,v227,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v227.gro;noH.gro;npt3.gro,v227_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v304,v304,3,4,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,protein.gro;v304.gro;noH.gro;npt3.gro,v304_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v44,v44,2,2,1,1,True,True,False,True,True,protein.xtc;whole.xtc,v44.gro;npt3.gro,v44_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v104,v104,1,3,1,1,False,True,False,True,True,whole.xtc,v104.gro;noH.gro;npt3.gro,v104_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v134,v134,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v134.gro;noH.gro;npt3.gro,v134_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v215,v215,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v215.gro;noH.gro;npt3.gro,v215_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v322,v322,3,4,1,1,True,True,True,True,True,protein.xtc;wholenoH.xtc;whole.xtc,v322.gro;protein.gro;noH.gro;npt3.gro,v322_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v213,v213,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,noH.gro;npt3.gro;v213.gro,v213_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v201,v201,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v201.gro;noH.gro;npt3.gro,v201_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v113,v113,3,3,1,1,True,True,True,True,True,protein.xtc;wholenoH.xtc;whole.xtc,noH.gro;npt3.gro;v113.gro,v113_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v223,v223,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v223.gro;noH.gro;npt3.gro,v223_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v225,v225,2,3,1,1,True,True,False,True,True,protein.xtc;whole.xtc,noH.gro;npt3.gro;v225.gro,v225_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v331,v331,3,3,1,2,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,v331.gro;noH.gro;npt3.gro,v331_pullf.xvg;v331_pullf (copy).xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v120,v120,3,3,1,1,True,True,True,True,True,protein.xtc;noH.xtc;whole.xtc,noH.gro;npt3.gro;v120.gro,v120_pullf.xvg
Q22,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2,/media/zj/5e3e7fef-d2f0-47aa-9148-5fca8b7098d41/chenj/IDP/Q22p2/v320,v320,3,4,1,1,True,True,True,True,True,protein.xtc;wholenoH.xtc;whole.xtc,protein.gro;noH.gro;npt3.gro;v320.gro,v320_pullf.xvg
