epoch,accuracy,precision_macro,recall_macro,f1_macro,ece,brier,boundary_accuracy,boundary_f1_macro
100,0.8888888888888888,0.2962962962962963,0.3333333333333333,0.3137254901960784,0.1216232114368014,0.2434303015470504,0.8888888888888888,0.3137254901960784
300,0.8888888888888888,0.2962962962962963,0.3333333333333333,0.3137254901960784,0.2236813020394071,0.2730683386325836,0.8888888888888888,0.3137254901960784
500,0.8888888888888888,0.2962962962962963,0.3333333333333333,0.3137254901960784,0.3194436349288714,0.3361954689025879,0.8888888888888888,0.3137254901960784
