accuracy,precision_macro,recall_macro,f1_macro,mean_confidence,n,epoch,train_loss
0.7783899494665918,0.4487573420797513,0.45797180314411945,0.4329216889666059,0.7972389459609985,28496,1,0.7161428686231375
0.8034460976979225,0.5873949900759603,0.5363865080906176,0.5272894392792906,0.8211177587509155,28496,10,0.44992221519351006
0.8075519371139809,0.5784306334608774,0.5565828789885435,0.5490879853646023,0.8254672288894653,28496,20,0.4235251098871231
0.8101487928130264,0.596515979327833,0.523876993826262,0.547205367953709,0.8338360786437988,28496,30,0.4036280596628785
0.8101838854576081,0.6003940949874534,0.5519148253773525,0.5566932131550176,0.8473421335220337,28496,40,0.38788155000656843
0.8079379562043796,0.5849632912196905,0.5617301045669922,0.559317578294334,0.8452779054641724,28496,50,0.369146934710443
0.8042181358787198,0.5687501991792044,0.5712110362376261,0.560205842459496,0.8486692905426025,28496,60,0.35443613957613707
0.8018669286917463,0.5657546515492392,0.5620723054299533,0.5530095190177736,0.8569443821907043,28496,70,0.33846109732985497
0.8019020213363279,0.5655237813523896,0.5620191831801067,0.5565884512916865,0.8603818416595459,28496,80,0.3261878313496709
0.8000070185289163,0.5636806581993853,0.5469087539902875,0.5475068097690852,0.8631507754325867,28496,90,0.3137413151562214
0.7997964626614261,0.5692155241037711,0.5431526802824355,0.5491214407266033,0.8696491122245789,28496,100,0.3021384356543422
