accuracy,precision_macro,recall_macro,f1_macro,mean_confidence,n,epoch,train_loss
0.7267686692869174,0.12643470881790633,0.14293324727225354,0.12048548695052072,0.6594908833503723,28496,1,0.2836680660645167
0.788637001684447,0.5947348147424746,0.472554935786996,0.458016325668492,0.748700737953186,28496,10,0.14504402329524357
0.8005334081976417,0.5240917411366908,0.5288129865428495,0.4964000627468653,0.7593435645103455,28496,20,0.13061568439006804
0.8147108366086468,0.6049299042773909,0.5104299187083908,0.5171833408043207,0.7746216058731079,28496,30,0.12155391772588094
0.8208169567658619,0.6047122505565455,0.5272733496167182,0.5132731080285794,0.7850265502929688,28496,40,0.1167140245437622
0.8262563166760247,0.5998076016327262,0.5554103909762874,0.5398241769948899,0.7837325930595398,28496,50,0.11337369034687678
0.8303972487366648,0.6075337049427377,0.561732996910327,0.5498705364793541,0.7896055579185486,28496,60,0.1098104032377402
0.8353102189781022,0.6217875210457108,0.5582708816485807,0.5662421981504525,0.7933725118637085,28496,70,0.10763433401783308
0.8365384615384616,0.6107109152179113,0.5862978133675476,0.566332404440993,0.7850382924079895,28496,80,0.10432106281320254
0.8421181920269512,0.6225380396022879,0.58555783752604,0.5842604936695828,0.7960047721862793,28496,90,0.10197040438652039
0.8410654126895003,0.6134373724334505,0.5917668346558608,0.5702442325347441,0.8074215650558472,28496,100,0.09954110955198606
