accuracy,precision_macro,recall_macro,f1_macro,mean_confidence,n,epoch,train_loss
0.7853382930937676,0.4632841749177957,0.478708528051732,0.4531380344450479,0.8087786436080933,28496,1,0.7013885974884033
0.8174129702414374,0.6036708568543635,0.552174665867721,0.5686554281142049,0.8405504822731018,28496,30,0.38808404467999935
0.810078607523863,0.5673758649547627,0.5567790256356716,0.5549354808463816,0.8611132502555847,28496,60,0.3374637942761183
0.8071659180235823,0.5601678438261116,0.5504800992827747,0.5492635217717775,0.8766331672668457,28496,90,0.2939983895048499
0.8077975856260527,0.561428462834854,0.5485429753661759,0.5478570625090363,0.8849924802780151,28496,120,0.26817293744534254
0.8050954519932623,0.5656427746267242,0.5467778151400252,0.5499688942763123,0.8909218907356262,28496,150,0.2491141832433641
0.8027793374508703,0.5492547353332664,0.5449373056996916,0.544254415989228,0.895983874797821,28496,180,0.2338307797908783
0.8029548006737788,0.555243532460372,0.5391489830098478,0.5439978749996726,0.8981202840805054,28496,210,0.2255802364088595
0.8050252667040988,0.555247284435814,0.5364175703704529,0.5422830187921172,0.9049397110939026,28496,240,0.21677890047430992
0.8032355418304323,0.5566932925887539,0.5400436374439747,0.5439334110847974,0.9047966599464417,28496,270,0.20922999316826463
0.8001473891072431,0.5470123134689946,0.5383435100788597,0.5378056897685627,0.9056767225265503,28496,300,0.20645721536129713
