accuracy,precision_macro,recall_macro,f1_macro,mean_confidence,n,epoch,train_loss
0.7271001423825344,0.10387144891179063,0.14285714285714285,0.12028422251010874,0.7127338647842407,4214,1,0.4227987706661224
