accuracy,precision_macro,recall_macro,f1_macro,mean_confidence,n,epoch,train_loss
0.7776530039303762,0.44895231797193735,0.45067540996335226,0.42187851929325365,0.7892430424690247,28496,1,0.7264195904135704
0.7973399775407075,0.5826350264110874,0.4968428294244459,0.5094704733625343,0.8154048323631287,28496,10,0.4910435089841485
0.8021827624929815,0.587568395649808,0.5193131011100621,0.520971795302087,0.8299775719642639,28496,20,0.46986266877502203
0.80235822571589,0.587960620650288,0.5100402872527351,0.522535588160486,0.8279600739479065,28496,30,0.4574708444997668
0.8038321167883211,0.5612799305857302,0.5304035797105426,0.5268764300011294,0.8330826163291931,28496,40,0.44666371308267117
0.8041830432341381,0.5902515359646722,0.5105038684764585,0.5186673877336331,0.8295684456825256,28496,50,0.43870316632092
0.8035513756316676,0.5724234349912477,0.5293493283123398,0.5373260837137896,0.8239385485649109,28496,60,0.4319605743512511
0.8038321167883211,0.6092035895901853,0.5180968444059274,0.5354115043580935,0.8369997143745422,28496,70,0.42561313789337873
0.8041830432341381,0.5810536814051163,0.531310101112821,0.5350898815771187,0.8321911692619324,28496,80,0.41804357897490263
0.8050603593486805,0.5894486877111065,0.5051820360996313,0.5174283091211476,0.8355819582939148,28496,90,0.4137544669210911
0.802463503649635,0.5707405950836554,0.5296614886399358,0.5314026562721862,0.8319312930107117,28496,100,0.40808754600584507
